time,q_cmd,dq_cmd,tau_cmd,q_meas,dq_meas,ddq_meas,tau_meas
2.119999999998678497e-01,1.025986237974999993e+00,5.236819679444886244e-01,0.000000000000000000e+00,8.566824793815612793e-01,7.334292531013488770e-01,0.000000000000000000e+00,1.443750000000000000e+01
2.139999999998676294e-01,1.028276585024304079e+00,5.260019896669733130e-01,0.000000000000000000e+00,8.566824793815612793e-01,7.334292531013488770e-01,0.000000000000000000e+00,1.443750000000000000e+01
2.159999999998674092e-01,1.030581334038638053e+00,5.282520727029587082e-01,0.000000000000000000e+00,8.586798906326293945e-01,7.559773921966552734e-01,0.000000000000000000e+00,1.603125000000000000e+01
2.179999999998671889e-01,1.032900295296906634e+00,5.304317410543455402e-01,0.000000000000000000e+00,8.625627756118774414e-01,7.939995527267456055e-01,0.000000000000000000e+00,1.668750000000000000e+01
2.199999999998669686e-01,1.035233277744556091e+00,5.325405234594371429e-01,0.000000000000000000e+00,8.625627756118774414e-01,7.939995527267456055e-01,0.000000000000000000e+00,1.668750000000000000e+01
2.219999999998667484e-01,1.037580089005044837e+00,5.345779534267520727e-01,0.000000000000000000e+00,8.662219643592834473e-01,8.185926079750061035e-01,0.000000000000000000e+00,1.631250000000000000e+01
2.239999999998665281e-01,1.039940535391397525e+00,5.365435692685700531e-01,0.000000000000000000e+00,8.680275678634643555e-01,8.262520432472229004e-01,0.000000000000000000e+00,1.443750000000000000e+01
2.259999999998663078e-01,1.042314421917839518e+00,5.384369141342093545e-01,0.000000000000000000e+00,8.697053790092468262e-01,8.321618437767028809e-01,0.000000000000000000e+00,1.537500000000000000e+01
2.279999999998660876e-01,1.044701552311513737e+00,5.402575360430349471e-01,0.000000000000000000e+00,8.719583749771118164e-01,8.543621897697448730e-01,0.000000000000000000e+00,1.575000000000000000e+01
2.299999999998658673e-01,1.047101729024278560e+00,5.420049879171949803e-01,0.000000000000000000e+00,8.719583749771118164e-01,8.543621897697448730e-01,0.000000000000000000e+00,1.575000000000000000e+01
2.319999999998656470e-01,1.049514753244583876e+00,5.436788276140821496e-01,0.000000000000000000e+00,8.737640380859375000e-01,8.595803380012512207e-01,0.000000000000000000e+00,1.528125000000000000e+01
2.339999999998654268e-01,1.051940424909428851e+00,5.452786179585210613e-01,0.000000000000000000e+00,8.737640380859375000e-01,8.595803380012512207e-01,0.000000000000000000e+00,1.528125000000000000e+01
2.359999999998652065e-01,1.054378542716396971e+00,5.468039267746765963e-01,0.000000000000000000e+00,8.761768341064453125e-01,8.857368826866149902e-01,0.000000000000000000e+00,1.593750000000000000e+01
2.379999999998649862e-01,1.056828904135769909e+00,5.482543269176844980e-01,0.000000000000000000e+00,8.803473711013793945e-01,9.109833836555480957e-01,0.000000000000000000e+00,1.631250000000000000e+01
2.399999999998647660e-01,1.059291305422718432e+00,5.496293963049995179e-01,0.000000000000000000e+00,8.803473711013793945e-01,9.109833836555480957e-01,0.000000000000000000e+00,1.631250000000000000e+01
2.419999999998645457e-01,1.061765541629570375e+00,5.509287179474612328e-01,0.000000000000000000e+00,8.821370005607604980e-01,9.133608341217041016e-01,0.000000000000000000e+00,1.471875000000000000e+01
2.439999999998643254e-01,1.064251406618155427e+00,5.521518799800748667e-01,0.000000000000000000e+00,8.846616744995117188e-01,9.348052740097045898e-01,0.000000000000000000e+00,1.650000000000000000e+01
2.459999999998641051e-01,1.066748693072224308e+00,5.532984756925061198e-01,0.000000000000000000e+00,8.894394040107727051e-01,9.727164506912231445e-01,0.000000000000000000e+00,1.584375000000000000e+01
2.479999999998638849e-01,1.069257192509943444e+00,5.543681035592866735e-01,0.000000000000000000e+00,8.894394040107727051e-01,9.727164506912231445e-01,0.000000000000000000e+00,1.584375000000000000e+01
2.499999999998636646e-01,1.071776695296464688e+00,5.553603672697308147e-01,0.000000000000000000e+00,8.917883038520812988e-01,9.901216030120849609e-01,0.000000000000000000e+00,1.518750000000000000e+01
2.519999999998634443e-01,1.074306990656566763e+00,5.562748757575591840e-01,0.000000000000000000e+00,8.917883038520812988e-01,9.901216030120849609e-01,0.000000000000000000e+00,1.518750000000000000e+01
2.539999999998632241e-01,1.076847866687371091e+00,5.571112432302302020e-01,0.000000000000000000e+00,8.967257738113403320e-01,1.025591254234313965e+00,0.000000000000000000e+00,1.575000000000000000e+01
2.559999999998630038e-01,1.079399110371129122e+00,5.578690891979750655e-01,0.000000000000000000e+00,8.990427255630493164e-01,1.037818789482116699e+00,0.000000000000000000e+00,1.453125000000000000e+01
2.579999999998627835e-01,1.081960507588082043e+00,5.585480385025365369e-01,0.000000000000000000e+00,9.018070697784423828e-01,1.061502218246459961e+00,0.000000000000000000e+00,1.706250000000000000e+01
2.599999999998625633e-01,1.084531843129389994e+00,5.591477213456093054e-01,0.000000000000000000e+00,9.041560292243957520e-01,1.070150971412658691e+00,0.000000000000000000e+00,1.443750000000000000e+01
2.619999999998623430e-01,1.087112900710132779e+00,5.596677733169794777e-01,0.000000000000000000e+00,9.041560292243957520e-01,1.070150971412658691e+00,0.000000000000000000e+00,1.443750000000000000e+01
2.639999999998621227e-01,1.089703462982378968e+00,5.601078354223627542e-01,0.000000000000000000e+00,9.068724513053894043e-01,1.091787815093994141e+00,0.000000000000000000e+00,1.603125000000000000e+01
